case,time_s,x_mm,rear_y_mm,front_y_mm,yaw_deg,raw_offset_mm,filtered_track_err_mm,rear_est_mm,w_cmd_deg_s,left_cmd_mm_s,right_cmd_mm_s,left_act_mm_s,right_act_mm_s,sensor_bitmap,sensor_valid,motor_saturated
contract_ideal_offset,0.15,29.999539692860758,29.862911860028763,28.23123061480261,-0.584312933715427,-25.2,24.909383958493926,26.54106520372008,-4.256449760056248,194.98548826378746,205.01451173621254,194.93978327809108,205.06021672190892,2.0,1.0,0.0
contract_ideal_offset,0.16,31.99942871511077,29.841847279298275,28.091310175814975,-0.6268774313159896,-25.2,24.96750716679514,26.71804427027844,-4.215229477686907,195.0340497648889,204.9659502351111,194.98548826378746,205.01451173621254,2.0,1.0,0.0
contract_ideal_offset,0.17,33.99930161069885,29.819303480151536,27.951062493421208,-0.6690297260928587,-25.2,25.014005733436115,26.882246720166442,-4.172195837066143,195.08474757835066,204.91525242164934,195.0340497648889,204.9659502351111,2.0,1.0,0.0
contract_ideal_offset,0.18,35.99915746174653,29.795295147296645,27.810552921934327,-0.7107516844635201,-25.2,25.05120458674889,27.03594681211121,-4.127836330387906,195.1370073909621,204.8629926090379,195.08474757835066,204.91525242164934,2.0,1.0,0.0
contract_ideal_offset,0.19,37.99899538969027,29.76983752221342,27.669833754985643,-0.7520300477673992,-25.2,25.080963669399114,27.180967436626894,-4.082539401344061,195.19037157827998,204.80962842172002,195.1370073909621,204.8629926090379,2.0,1.0,0.0
contract_ideal_offset,0.2,39.99881455447833,29.742946248495233,27.528946837092622,-0.7928554417808397,-25.2,25.10477093551929,27.3187703469219,-4.036614274178869,195.24447584407397,204.75552415592603,195.19037157827998,204.80962842172002,2.0,1.0,0.0
contract_ideal_offset,0.21,41.99861415362121,29.714637248653887,27.387925652948056,-0.8332215845226285,-25.2,25.123816748415432,27.450528344121263,-3.990306816683521,195.29903053217666,204.70096946782334,195.24447584407397,204.75552415592603,2.0,1.0,0.0
contract_ideal_offset,0.22,43.99839342115234,29.68492662608872,27.246796998881777,-0.8731246526894636,-25.2,25.139053398732347,27.57718302593929,-3.9438122303468237,195.35380567625182,204.64619432374818,195.29903053217666,204.70096946782334,2.0,1.0,0.0
contract_ideal_offset,0.23,45.99815162653946,29.653830587180938,27.105582320056936,-0.9125627749929316,-25.2,25.151242718985877,27.69949098610988,-3.8972852022346993,195.4086190398932,204.5913809601068,195.35380567625182,204.64619432374818,2.0,1.0,0.0
contract_ideal_offset,0.24,47.99788807357572,29.62136537948196,26.964298780251244,-0.951535627015278,-25.2,25.1609941751887,27.81806077441942,-3.850848026256384,195.46332654898333,204.53667345101667,195.4086190398932,204.5913809601068,2.0,1.0,0.0
